State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Bihar,JEHANABAD,2009,Whole Year ,Sugarcane,216,10536
Bihar,JEHANABAD,2010,Whole Year ,Sugarcane,202,17522
Bihar,JEHANABAD,2012,Whole Year ,Sugarcane,195,11790
Bihar,JEHANABAD,2013,Whole Year ,Sugarcane,210,5194
Bihar,JEHANABAD,2014,Whole Year ,Sugarcane,18,2039
Bihar,KAIMUR (BHABUA),1997,Whole Year ,Sugarcane,1024,51855
Bihar,KAIMUR (BHABUA),1998,Whole Year ,Sugarcane,889,19504
Bihar,KAIMUR (BHABUA),1999,Whole Year ,Sugarcane,1406,30554
Bihar,KAIMUR (BHABUA),2000,Whole Year ,Sugarcane,1143,26384
Bihar,KAIMUR (BHABUA),2001,Whole Year ,Sugarcane,1013,36951
Bihar,KAIMUR (BHABUA),2002,Whole Year ,Sugarcane,331,13604
Bihar,KAIMUR (BHABUA),2003,Whole Year ,Sugarcane,418,14751
Bihar,KAIMUR (BHABUA),2004,Whole Year ,Sugarcane,359,15046
Bihar,KAIMUR (BHABUA),2005,Whole Year ,Sugarcane,285,12001
Bihar,KAIMUR (BHABUA),2007,Whole Year ,Sugarcane,320,8651
Bihar,KAIMUR (BHABUA),2008,Whole Year ,Sugarcane,472,20766
Bihar,KAIMUR (BHABUA),2009,Whole Year ,Sugarcane,365,10286
Bihar,KAIMUR (BHABUA),2010,Whole Year ,Sugarcane,317,7848
Bihar,KAIMUR (BHABUA),2012,Whole Year ,Sugarcane,297,14533
Bihar,KAIMUR (BHABUA),2013,Whole Year ,Sugarcane,323,12644
Bihar,KAIMUR (BHABUA),2014,Whole Year ,Sugarcane,153,10195
Bihar,KATIHAR,1997,Whole Year ,Sugarcane,158,7251
Bihar,KATIHAR,1998,Whole Year ,Sugarcane,2,82
Bihar,KATIHAR,1999,Whole Year ,Sugarcane,3,76
Bihar,KATIHAR,2000,Whole Year ,Sugarcane,140,5900
Bihar,KATIHAR,2001,Whole Year ,Sugarcane,1,46
Bihar,KATIHAR,2002,Whole Year ,Sugarcane,1,40
Bihar,KATIHAR,2003,Whole Year ,Sugarcane,96,3811
Bihar,KATIHAR,2004,Whole Year ,Sugarcane,39,1423
Bihar,KATIHAR,2005,Whole Year ,Sugarcane,8,327
Bihar,KATIHAR,2007,Whole Year ,Sugarcane,189,7851
Bihar,KATIHAR,2008,Whole Year ,Sugarcane,361,16337
Bihar,KATIHAR,2009,Whole Year ,Sugarcane,37,1613
Bihar,KATIHAR,2010,Whole Year ,Sugarcane,161,7220
Bihar,KATIHAR,2012,Whole Year ,Sugarcane,222,12594
Bihar,KATIHAR,2013,Whole Year ,Sugarcane,224,11903
Bihar,KATIHAR,2014,Whole Year ,Sugarcane,230,13481
Bihar,KHAGARIA,1997,Whole Year ,Sugarcane,207,11455
Bihar,KHAGARIA,1998,Whole Year ,Sugarcane,144,7272
Bihar,KHAGARIA,1999,Whole Year ,Sugarcane,159,6664
Bihar,KHAGARIA,2000,Whole Year ,Sugarcane,87,3499
Bihar,KHAGARIA,2001,Whole Year ,Sugarcane,203,9405
Bihar,KHAGARIA,2002,Whole Year ,Sugarcane,138,5443
Bihar,KHAGARIA,2003,Whole Year ,Sugarcane,152,6640
Bihar,KHAGARIA,2004,Whole Year ,Sugarcane,142,3780
Bihar,KHAGARIA,2005,Whole Year ,Sugarcane,142,5550
Bihar,KHAGARIA,2008,Whole Year ,Sugarcane,1,17
Bihar,KHAGARIA,2009,Whole Year ,Sugarcane,1,31
Bihar,KHAGARIA,2010,Whole Year ,Sugarcane,221,18613
Bihar,KHAGARIA,2012,Whole Year ,Sugarcane,73,7289
Bihar,KHAGARIA,2013,Whole Year ,Sugarcane,74,5498
Bihar,KHAGARIA,2014,Whole Year ,Sugarcane,74,4110
Bihar,KISHANGANJ,1997,Whole Year ,Sugarcane,2,92
Bihar,KISHANGANJ,1998,Whole Year ,Sugarcane,19,776
Bihar,KISHANGANJ,1999,Whole Year ,Sugarcane,23,582
Bihar,KISHANGANJ,2000,Whole Year ,Sugarcane,3,87
Bihar,KISHANGANJ,2001,Whole Year ,Sugarcane,38,1760
Bihar,KISHANGANJ,2007,Whole Year ,Sugarcane,76,2709
Bihar,KISHANGANJ,2008,Whole Year ,Sugarcane,71,3124
Bihar,KISHANGANJ,2009,Whole Year ,Sugarcane,69,3314
Bihar,KISHANGANJ,2010,Whole Year ,Sugarcane,70,3513
Bihar,KISHANGANJ,2012,Whole Year ,Sugarcane,75,4851
Bihar,KISHANGANJ,2013,Whole Year ,Sugarcane,81,4634
Bihar,KISHANGANJ,2014,Whole Year ,Sugarcane,78,4332
Bihar,LAKHISARAI,2010,Whole Year ,Sugarcane,60,5053
Bihar,MADHEPURA,1998,Whole Year ,Sugarcane,618,29932
Bihar,MADHEPURA,1999,Whole Year ,Sugarcane,619,24573
Bihar,MADHEPURA,2000,Whole Year ,Sugarcane,325,13227
Bihar,MADHEPURA,2001,Whole Year ,Sugarcane,369,17715
Bihar,MADHEPURA,2002,Whole Year ,Sugarcane,617,25017
Bihar,MADHEPURA,2003,Whole Year ,Sugarcane,169,6709
Bihar,MADHEPURA,2004,Whole Year ,Sugarcane,179,6531
Bihar,MADHEPURA,2005,Whole Year ,Sugarcane,273,11353
Bihar,MADHEPURA,2007,Whole Year ,Sugarcane,655,23350
Bihar,MADHEPURA,2008,Whole Year ,Sugarcane,731,32160
Bihar,MADHEPURA,2009,Whole Year ,Sugarcane,268,12873
Bihar,MADHEPURA,2010,Whole Year ,Sugarcane,5060,253921
Bihar,MADHEPURA,2012,Whole Year ,Sugarcane,3920,253526
Bihar,MADHEPURA,2013,Whole Year ,Sugarcane,385,22028
Bihar,MADHEPURA,2014,Whole Year ,Sugarcane,593,35822
Bihar,MADHUBANI,1997,Whole Year ,Sugarcane,1058,36188
Bihar,MADHUBANI,1998,Whole Year ,Sugarcane,1188,34972
Bihar,MADHUBANI,1999,Whole Year ,Sugarcane,961,31597
Bihar,MADHUBANI,2000,Whole Year ,Sugarcane,934,36118
Bihar,MADHUBANI,2001,Whole Year ,Sugarcane,877,31748
Bihar,MADHUBANI,2002,Whole Year ,Sugarcane,695,12378
Bihar,MADHUBANI,2003,Whole Year ,Sugarcane,635,11678
Bihar,MADHUBANI,2004,Whole Year ,Sugarcane,713,9399
Bihar,MADHUBANI,2005,Whole Year ,Sugarcane,586,18392
Bihar,MADHUBANI,2007,Whole Year ,Sugarcane,195,6558
Bihar,MADHUBANI,2008,Whole Year ,Sugarcane,195,6902
Bihar,MADHUBANI,2009,Whole Year ,Sugarcane,198,7732
Bihar,MADHUBANI,2010,Whole Year ,Sugarcane,173,9441
Bihar,MADHUBANI,2012,Whole Year ,Sugarcane,67,3236
Bihar,MADHUBANI,2013,Whole Year ,Sugarcane,73,4144
Bihar,MADHUBANI,2014,Whole Year ,Sugarcane,94,3361
Bihar,MUNGER,1998,Whole Year ,Sugarcane,12,591
Bihar,MUNGER,2007,Whole Year ,Sugarcane,9,130
Bihar,MUNGER,2010,Whole Year ,Sugarcane,266,17984
Bihar,MUNGER,2012,Whole Year ,Sugarcane,238,16453
Bihar,MUNGER,2013,Whole Year ,Sugarcane,201,9780
Bihar,MUNGER,2014,Whole Year ,Sugarcane,91,5472
Bihar,MUZAFFARPUR,1997,Whole Year ,Sugarcane,2748,113706
Bihar,MUZAFFARPUR,1998,Whole Year ,Sugarcane,1557,59183
Bihar,MUZAFFARPUR,1999,Whole Year ,Sugarcane,908,36609
Bihar,MUZAFFARPUR,2000,Whole Year ,Sugarcane,323,15753
Bihar,MUZAFFARPUR,2001,Whole Year ,Sugarcane,718,32257
Bihar,MUZAFFARPUR,2002,Whole Year ,Sugarcane,481,20904
Bihar,MUZAFFARPUR,2003,Whole Year ,Sugarcane,401,16024
Bihar,MUZAFFARPUR,2004,Whole Year ,Sugarcane,730,28014
Bihar,MUZAFFARPUR,2005,Whole Year ,Sugarcane,354,14017
Bihar,MUZAFFARPUR,2007,Whole Year ,Sugarcane,1409,53512
Bihar,MUZAFFARPUR,2008,Whole Year ,Sugarcane,1033,18217
Bihar,MUZAFFARPUR,2009,Whole Year ,Sugarcane,1123,32458
Bihar,MUZAFFARPUR,2010,Whole Year ,Sugarcane,4952,250383
Bihar,MUZAFFARPUR,2012,Whole Year ,Sugarcane,5863,455919
Bihar,MUZAFFARPUR,2013,Whole Year ,Sugarcane,4462,171653
Bihar,MUZAFFARPUR,2014,Whole Year ,Sugarcane,3004,151408
Bihar,NALANDA,1997,Whole Year ,Sugarcane,148,7180
Bihar,NALANDA,1998,Whole Year ,Sugarcane,85,2387
Bihar,NALANDA,1999,Whole Year ,Sugarcane,126,4213
Bihar,NALANDA,2000,Whole Year ,Sugarcane,101,3309
Bihar,NALANDA,2001,Whole Year ,Sugarcane,129,5205
Bihar,NALANDA,2002,Whole Year ,Sugarcane,153,5746
Bihar,NALANDA,2003,Whole Year ,Sugarcane,172,5978
Bihar,NALANDA,2004,Whole Year ,Sugarcane,169,7021
Bihar,NALANDA,2005,Whole Year ,Sugarcane,182,7651
Bihar,NALANDA,2007,Whole Year ,Sugarcane,171,7251
Bihar,NALANDA,2008,Whole Year ,Sugarcane,190,10438
Bihar,NALANDA,2009,Whole Year ,Sugarcane,112,3434
Bihar,NALANDA,2010,Whole Year ,Sugarcane,203,5026
Bihar,NALANDA,2012,Whole Year ,Sugarcane,312,15526
Bihar,NALANDA,2013,Whole Year ,Sugarcane,162,8557
Bihar,NALANDA,2014,Whole Year ,Sugarcane,133,8718
Bihar,NAWADA,1997,Whole Year ,Sugarcane,261,5563
Bihar,NAWADA,1998,Whole Year ,Sugarcane,190,9867
Bihar,NAWADA,1999,Whole Year ,Sugarcane,213,8987
Bihar,NAWADA,2000,Whole Year ,Sugarcane,195,8778
Bihar,NAWADA,2001,Whole Year ,Sugarcane,157,6989
Bihar,NAWADA,2002,Whole Year ,Sugarcane,170,7845
Bihar,NAWADA,2003,Whole Year ,Sugarcane,140,5963
Bihar,NAWADA,2004,Whole Year ,Sugarcane,84,3020
Bihar,NAWADA,2005,Whole Year ,Sugarcane,118,3192
Bihar,NAWADA,2007,Whole Year ,Sugarcane,139,5142
Bihar,NAWADA,2008,Whole Year ,Sugarcane,106,3710
Bihar,NAWADA,2009,Whole Year ,Sugarcane,92,4488
Bihar,NAWADA,2010,Whole Year ,Sugarcane,673,33772
Bihar,NAWADA,2012,Whole Year ,Sugarcane,74,4474
Bihar,NAWADA,2013,Whole Year ,Sugarcane,58,1435
Bihar,NAWADA,2014,Whole Year ,Sugarcane,23,2605
Bihar,PASHCHIM CHAMPARAN,1997,Whole Year ,Sugarcane,48028,2702830
Bihar,PASHCHIM CHAMPARAN,1998,Whole Year ,Sugarcane,45575,2401131
Bihar,PASHCHIM CHAMPARAN,1999,Whole Year ,Sugarcane,35276,1676134
Bihar,PASHCHIM CHAMPARAN,2000,Whole Year ,Sugarcane,40723,1997675
Bihar,PASHCHIM CHAMPARAN,2001,Whole Year ,Sugarcane,66527,3406845
Bihar,PASHCHIM CHAMPARAN,2002,Whole Year ,Sugarcane,53658,2599815
Bihar,PASHCHIM CHAMPARAN,2003,Whole Year ,Sugarcane,54503,2366010
Bihar,PASHCHIM CHAMPARAN,2004,Whole Year ,Sugarcane,55330,2349844
Bihar,PASHCHIM CHAMPARAN,2005,Whole Year ,Sugarcane,55993,2377461
Bihar,PASHCHIM CHAMPARAN,2007,Whole Year ,Sugarcane,54386,2203815
Bihar,PASHCHIM CHAMPARAN,2008,Whole Year ,Sugarcane,57413,2653512
Bihar,PASHCHIM CHAMPARAN,2009,Whole Year ,Sugarcane,21226,672568
Bihar,PASHCHIM CHAMPARAN,2010,Whole Year ,Sugarcane,125208,4873470
Bihar,PASHCHIM CHAMPARAN,2012,Whole Year ,Sugarcane,151761,7030930
Bihar,PASHCHIM CHAMPARAN,2013,Whole Year ,Sugarcane,149977,7288132
Bihar,PASHCHIM CHAMPARAN,2014,Whole Year ,Sugarcane,149624,9614539
Bihar,PATNA,1997,Whole Year ,Sugarcane,375,18990
Bihar,PATNA,1998,Whole Year ,Sugarcane,380,8930
Bihar,PATNA,1999,Whole Year ,Sugarcane,497,10792
Bihar,PATNA,2000,Whole Year ,Sugarcane,614,17263
Bihar,PATNA,2001,Whole Year ,Sugarcane,268,10755
Bihar,PATNA,2002,Whole Year ,Sugarcane,604,22898
Bihar,PATNA,2003,Whole Year ,Sugarcane,468,17650
Bihar,PATNA,2004,Whole Year ,Sugarcane,452,17156
Bihar,PATNA,2005,Whole Year ,Sugarcane,422,17445
Bihar,PATNA,2007,Whole Year ,Sugarcane,257,9162
Bihar,PATNA,2008,Whole Year ,Sugarcane,224,9855
Bihar,PATNA,2009,Whole Year ,Sugarcane,303,13316
Bihar,PATNA,2010,Whole Year ,Sugarcane,1865,68520
Bihar,PATNA,2012,Whole Year ,Sugarcane,116,6396
Bihar,PATNA,2013,Whole Year ,Sugarcane,128,7252
Bihar,PATNA,2014,Whole Year ,Sugarcane,112,6541
Bihar,PURBI CHAMPARAN,1997,Whole Year ,Sugarcane,8891,425718
Bihar,PURBI CHAMPARAN,1998,Whole Year ,Sugarcane,10705,497233
Bihar,PURBI CHAMPARAN,1999,Whole Year ,Sugarcane,10679,520891
Bihar,PURBI CHAMPARAN,2000,Whole Year ,Sugarcane,6754,226158
Bihar,PURBI CHAMPARAN,2001,Whole Year ,Sugarcane,6000,217564
Bihar,PURBI CHAMPARAN,2002,Whole Year ,Sugarcane,6621,235853
Bihar,PURBI CHAMPARAN,2003,Whole Year ,Sugarcane,5577,245372
Bihar,PURBI CHAMPARAN,2004,Whole Year ,Sugarcane,6152,246419
Bihar,PURBI CHAMPARAN,2005,Whole Year ,Sugarcane,6238,206380
Bihar,PURBI CHAMPARAN,2007,Whole Year ,Sugarcane,6621,243817
Bihar,PURBI CHAMPARAN,2008,Whole Year ,Sugarcane,6561,292613
Bihar,PURBI CHAMPARAN,2009,Whole Year ,Sugarcane,5540,715943
Bihar,PURBI CHAMPARAN,2010,Whole Year ,Sugarcane,16264,660936
Bihar,PURBI CHAMPARAN,2012,Whole Year ,Sugarcane,21079,1002703
Bihar,PURBI CHAMPARAN,2013,Whole Year ,Sugarcane,22789,954904
Bihar,PURBI CHAMPARAN,2014,Whole Year ,Sugarcane,23723,1205280
Bihar,PURNIA,1997,Whole Year ,Sugarcane,473,21720
Bihar,PURNIA,1998,Whole Year ,Sugarcane,292,11930
Bihar,PURNIA,1999,Whole Year ,Sugarcane,7,177
Bihar,PURNIA,2000,Whole Year ,Sugarcane,26,750
Bihar,PURNIA,2001,Whole Year ,Sugarcane,274,12694
Bihar,PURNIA,2002,Whole Year ,Sugarcane,153,6141
Bihar,PURNIA,2005,Whole Year ,Sugarcane,2,82
Bihar,PURNIA,2010,Whole Year ,Sugarcane,471,20519
Bihar,PURNIA,2012,Whole Year ,Sugarcane,31,1447
Bihar,PURNIA,2013,Whole Year ,Sugarcane,48,2304
Bihar,PURNIA,2014,Whole Year ,Sugarcane,49,3055
Bihar,ROHTAS,1997,Whole Year ,Sugarcane,722,36562
Bihar,ROHTAS,1998,Whole Year ,Sugarcane,597,13696
Bihar,ROHTAS,1999,Whole Year ,Sugarcane,501,12630
Bihar,ROHTAS,2000,Whole Year ,Sugarcane,528,12188
Bihar,ROHTAS,2001,Whole Year ,Sugarcane,285,10662
Bihar,ROHTAS,2002,Whole Year ,Sugarcane,330,10233
Bihar,ROHTAS,2003,Whole Year ,Sugarcane,325,11148
Bihar,ROHTAS,2004,Whole Year ,Sugarcane,118,4948
Bihar,ROHTAS,2005,Whole Year ,Sugarcane,178,7485
Bihar,ROHTAS,2009,Whole Year ,Sugarcane,23,712
Bihar,ROHTAS,2010,Whole Year ,Sugarcane,1027,29239
Bihar,ROHTAS,2012,Whole Year ,Sugarcane,157,6734
Bihar,ROHTAS,2013,Whole Year ,Sugarcane,13,677
Bihar,ROHTAS,2014,Whole Year ,Sugarcane,77,5086
Bihar,SAHARSA,1997,Whole Year ,Sugarcane,26,1117
Bihar,SAHARSA,1998,Whole Year ,Sugarcane,51,2452
Bihar,SAHARSA,1999,Whole Year ,Sugarcane,153,6099
Bihar,SAHARSA,2000,Whole Year ,Sugarcane,4,162
Bihar,SAHARSA,2001,Whole Year ,Sugarcane,106,4911
Bihar,SAHARSA,2002,Whole Year ,Sugarcane,134,5776
Bihar,SAHARSA,2003,Whole Year ,Sugarcane,101,4120
Bihar,SAHARSA,2004,Whole Year ,Sugarcane,22,1056
Bihar,SAHARSA,2005,Whole Year ,Sugarcane,29,1291
Bihar,SAHARSA,2007,Whole Year ,Sugarcane,138,6291
Bihar,SAHARSA,2008,Whole Year ,Sugarcane,21,923
Bihar,SAHARSA,2009,Whole Year ,Sugarcane,6,288
Bihar,SAHARSA,2010,Whole Year ,Sugarcane,4,201
Bihar,SAHARSA,2012,Whole Year ,Sugarcane,229,12471
Bihar,SAHARSA,2013,Whole Year ,Sugarcane,168,8404
Bihar,SAHARSA,2014,Whole Year ,Sugarcane,68,4240
Bihar,SAMASTIPUR,1997,Whole Year ,Sugarcane,3399,135273
Bihar,SAMASTIPUR,1998,Whole Year ,Sugarcane,2914,78806
Bihar,SAMASTIPUR,1999,Whole Year ,Sugarcane,2974,115903
Bihar,SAMASTIPUR,2000,Whole Year ,Sugarcane,3454,133228
Bihar,SAMASTIPUR,2001,Whole Year ,Sugarcane,2455,87575
Bihar,SAMASTIPUR,2002,Whole Year ,Sugarcane,2674,107459
Bihar,SAMASTIPUR,2003,Whole Year ,Sugarcane,2676,93482
Bihar,SAMASTIPUR,2004,Whole Year ,Sugarcane,2707,36187
Bihar,SAMASTIPUR,2005,Whole Year ,Sugarcane,2719,78762
Bihar,SAMASTIPUR,2007,Whole Year ,Sugarcane,2278,37515
Bihar,SAMASTIPUR,2008,Whole Year ,Sugarcane,2646,94697
Bihar,SAMASTIPUR,2009,Whole Year ,Sugarcane,2957,115478
Bihar,SAMASTIPUR,2010,Whole Year ,Sugarcane,4980,243750
Bihar,SAMASTIPUR,2012,Whole Year ,Sugarcane,361,16817
Bihar,SAMASTIPUR,2013,Whole Year ,Sugarcane,5954,339815
Bihar,SAMASTIPUR,2014,Whole Year ,Sugarcane,4085,147043
Bihar,SARAN,1997,Whole Year ,Sugarcane,520,17579
Bihar,SARAN,1998,Whole Year ,Sugarcane,286,9789
Bihar,SARAN,1999,Whole Year ,Sugarcane,660,27273
Bihar,SARAN,2000,Whole Year ,Sugarcane,517,13969
Bihar,SARAN,2001,Whole Year ,Sugarcane,530,26897
Bihar,SARAN,2002,Whole Year ,Sugarcane,507,20136
Bihar,SARAN,2003,Whole Year ,Sugarcane,429,17371
Bihar,SARAN,2004,Whole Year ,Sugarcane,283,10434
Bihar,SARAN,2005,Whole Year ,Sugarcane,283,11965
Bihar,SARAN,2007,Whole Year ,Sugarcane,312,10732
Bihar,SARAN,2009,Whole Year ,Sugarcane,112,5207
Bihar,SARAN,2010,Whole Year ,Sugarcane,3566,148664
Bihar,SARAN,2012,Whole Year ,Sugarcane,518,24912
Bihar,SARAN,2013,Whole Year ,Sugarcane,546,29708
Bihar,SARAN,2014,Whole Year ,Sugarcane,417,23948
Bihar,SHEIKHPURA,1997,Whole Year ,Sugarcane,16,866
Bihar,SHEIKHPURA,1998,Whole Year ,Sugarcane,64,3227
Bihar,SHEIKHPURA,1999,Whole Year ,Sugarcane,238,10752
Bihar,SHEIKHPURA,2000,Whole Year ,Sugarcane,228,10677
Bihar,SHEIKHPURA,2001,Whole Year ,Sugarcane,244,12744
Bihar,SHEIKHPURA,2002,Whole Year ,Sugarcane,70,2848
Bihar,SHEIKHPURA,2003,Whole Year ,Sugarcane,20,923
Bihar,SHEIKHPURA,2004,Whole Year ,Sugarcane,38,1824
Bihar,SHEIKHPURA,2005,Whole Year ,Sugarcane,18,234
Bihar,SHEIKHPURA,2007,Whole Year ,Sugarcane,42,58
Bihar,SHEIKHPURA,2008,Whole Year ,Sugarcane,35,566
Bihar,SHEIKHPURA,2009,Whole Year ,Sugarcane,31,1263
Bihar,SHEIKHPURA,2010,Whole Year ,Sugarcane,739,50113
Bihar,SHEIKHPURA,2012,Whole Year ,Sugarcane,165,10854
Bihar,SHEIKHPURA,2013,Whole Year ,Sugarcane,156,7591
Bihar,SHEIKHPURA,2014,Whole Year ,Sugarcane,167,10093
Bihar,SHEOHAR,1997,Whole Year ,Sugarcane,1539,76247
Bihar,SHEOHAR,1998,Whole Year ,Sugarcane,1347,64049
Bihar,SHEOHAR,1999,Whole Year ,Sugarcane,1321,52119
Bihar,SHEOHAR,2000,Whole Year ,Sugarcane,1243,41815
Bihar,SHEOHAR,2001,Whole Year ,Sugarcane,1244,58655
Bihar,SHEOHAR,2002,Whole Year ,Sugarcane,1270,27066
Bihar,SHEOHAR,2003,Whole Year ,Sugarcane,1269,22987
Bihar,SHEOHAR,2004,Whole Year ,Sugarcane,1174,40092
Bihar,SHEOHAR,2005,Whole Year ,Sugarcane,1923,76145
Bihar,SHEOHAR,2007,Whole Year ,Sugarcane,1916,82589
Bihar,SHEOHAR,2008,Whole Year ,Sugarcane,1854,106373
Bihar,SHEOHAR,2009,Whole Year ,Sugarcane,3192,162904
Bihar,SHEOHAR,2010,Whole Year ,Sugarcane,3383,71787
Bihar,SHEOHAR,2012,Whole Year ,Sugarcane,1984,231188
Bihar,SHEOHAR,2013,Whole Year ,Sugarcane,2055,189859
Bihar,SHEOHAR,2014,Whole Year ,Sugarcane,1776,114675
Bihar,SITAMARHI,1997,Whole Year ,Sugarcane,6251,252548
Bihar,SITAMARHI,1998,Whole Year ,Sugarcane,4207,163518
Bihar,SITAMARHI,1999,Whole Year ,Sugarcane,5643,211744
Bihar,SITAMARHI,2000,Whole Year ,Sugarcane,5592,190832
Bihar,SITAMARHI,2001,Whole Year ,Sugarcane,4726,223366
Bihar,SITAMARHI,2002,Whole Year ,Sugarcane,2719,86492
Bihar,SITAMARHI,2003,Whole Year ,Sugarcane,2217,87642
Bihar,SITAMARHI,2004,Whole Year ,Sugarcane,2222,77119
Bihar,SITAMARHI,2005,Whole Year ,Sugarcane,2232,120358
Bihar,SITAMARHI,2007,Whole Year ,Sugarcane,2361,67433
Bihar,SITAMARHI,2008,Whole Year ,Sugarcane,2571,117140
Bihar,SITAMARHI,2009,Whole Year ,Sugarcane,2521,84827
Bihar,SITAMARHI,2010,Whole Year ,Sugarcane,21590,1778439
Bihar,SITAMARHI,2012,Whole Year ,Sugarcane,16179,867463
Bihar,SITAMARHI,2013,Whole Year ,Sugarcane,25930,1255330
Bihar,SITAMARHI,2014,Whole Year ,Sugarcane,25920,1519698
Bihar,SIWAN,1997,Whole Year ,Sugarcane,6550,177156
Bihar,SIWAN,1998,Whole Year ,Sugarcane,6491,337710
Bihar,SIWAN,1999,Whole Year ,Sugarcane,4999,223168
Bihar,SIWAN,2000,Whole Year ,Sugarcane,4868,174692
Bihar,SIWAN,2001,Whole Year ,Sugarcane,5537,261127
Bihar,SIWAN,2002,Whole Year ,Sugarcane,5802,205023
Bihar,SIWAN,2003,Whole Year ,Sugarcane,5305,204956
Bihar,SIWAN,2004,Whole Year ,Sugarcane,4989,178224
Bihar,SIWAN,2005,Whole Year ,Sugarcane,3775,135391
Bihar,SIWAN,2007,Whole Year ,Sugarcane,3197,103550
Bihar,SIWAN,2008,Whole Year ,Sugarcane,2723,120213
Bihar,SIWAN,2009,Whole Year ,Sugarcane,2519,117226
Bihar,SIWAN,2010,Whole Year ,Sugarcane,5778,267105
Bihar,SIWAN,2012,Whole Year ,Sugarcane,2642,94616
Bihar,SIWAN,2013,Whole Year ,Sugarcane,2589,140904
Bihar,SIWAN,2014,Whole Year ,Sugarcane,2677,147570
Bihar,SUPAUL,1998,Whole Year ,Sugarcane,2,94
Bihar,SUPAUL,1999,Whole Year ,Sugarcane,806,31924
Bihar,SUPAUL,2010,Whole Year ,Sugarcane,131,6574
Bihar,SUPAUL,2013,Whole Year ,Sugarcane,10,489
Bihar,SUPAUL,2014,Whole Year ,Sugarcane,9,540
Bihar,VAISHALI,1997,Whole Year ,Sugarcane,72,1699
Bihar,VAISHALI,1998,Whole Year ,Sugarcane,182,3665
Bihar,VAISHALI,1999,Whole Year ,Sugarcane,171,6731
Bihar,VAISHALI,2000,Whole Year ,Sugarcane,164,6768
Bihar,VAISHALI,2001,Whole Year ,Sugarcane,36,1697
Bihar,VAISHALI,2002,Whole Year ,Sugarcane,36,1584
Bihar,VAISHALI,2003,Whole Year ,Sugarcane,238,9510
Bihar,VAISHALI,2004,Whole Year ,Sugarcane,122,4609
Bihar,VAISHALI,2005,Whole Year ,Sugarcane,114,4514
Bihar,VAISHALI,2007,Whole Year ,Sugarcane,135,5127
Bihar,VAISHALI,2008,Whole Year ,Sugarcane,126,5741
Bihar,VAISHALI,2009,Whole Year ,Sugarcane,121,6175
Bihar,VAISHALI,2010,Whole Year ,Sugarcane,337,15768
Bihar,VAISHALI,2012,Whole Year ,Sugarcane,398,30949
Bihar,VAISHALI,2013,Whole Year ,Sugarcane,198,10337
Bihar,VAISHALI,2014,Whole Year ,Sugarcane,199,10030
Chhattisgarh,BALOD,2011,Whole Year ,Sugarcane,42,504
Chhattisgarh,BALOD,2012,Whole Year ,Sugarcane,233,607
Chhattisgarh,BALOD,2013,Whole Year ,Sugarcane,266,681
Chhattisgarh,BALOD,2014,Whole Year ,Sugarcane,354,1149
Chhattisgarh,BALODA BAZAR,2011,Whole Year ,Sugarcane,25,192
Chhattisgarh,BALODA BAZAR,2012,Whole Year ,Sugarcane,34,114
Chhattisgarh,BALODA BAZAR,2013,Whole Year ,Sugarcane,54,190
Chhattisgarh,BALODA BAZAR,2014,Whole Year ,Sugarcane,60,215
Chhattisgarh,BALRAMPUR,2011,Whole Year ,Sugarcane,117,1535
Chhattisgarh,BALRAMPUR,2012,Whole Year ,Sugarcane,373,1343
Chhattisgarh,BALRAMPUR,2013,Kharif     ,Sugarcane,44097,2129180
Chhattisgarh,BALRAMPUR,2013,Whole Year ,Sugarcane,365,914
Chhattisgarh,BALRAMPUR,2014,Whole Year ,Sugarcane,731,3254
Chhattisgarh,BASTAR,2000,Whole Year ,Sugarcane,429,1284
Chhattisgarh,BASTAR,2001,Whole Year ,Sugarcane,317,1059
Chhattisgarh,BASTAR,2002,Whole Year ,Sugarcane,316,946
Chhattisgarh,BASTAR,2003,Whole Year ,Sugarcane,432,1444
Chhattisgarh,BASTAR,2004,Whole Year ,Sugarcane,308,1014
Chhattisgarh,BASTAR,2005,Whole Year ,Sugarcane,458,1416
Chhattisgarh,BASTAR,2006,Whole Year ,Sugarcane,475,1672
Chhattisgarh,BASTAR,2007,Whole Year ,Sugarcane,605,2052
Chhattisgarh,BASTAR,2008,Whole Year ,Sugarcane,672,2179
Chhattisgarh,BASTAR,2009,Whole Year ,Sugarcane,552,3419
Chhattisgarh,BASTAR,2010,Whole Year ,Sugarcane,471,1175
Chhattisgarh,BASTAR,2011,Whole Year ,Sugarcane,523,3152
Chhattisgarh,BASTAR,2012,Whole Year ,Sugarcane,420,1467
Chhattisgarh,BASTAR,2013,Whole Year ,Sugarcane,487,1360
Chhattisgarh,BASTAR,2014,Whole Year ,Sugarcane,596,3156
Chhattisgarh,BEMETARA,2011,Whole Year ,Sugarcane,1981,6009
Chhattisgarh,BEMETARA,2012,Whole Year ,Sugarcane,1981,5837
Chhattisgarh,BEMETARA,2013,Whole Year ,Sugarcane,296,976
Chhattisgarh,BEMETARA,2014,Whole Year ,Sugarcane,985,7761
Chhattisgarh,BIJAPUR,2007,Whole Year ,Sugarcane,1,4
Chhattisgarh,BIJAPUR,2008,Whole Year ,Sugarcane,1,3
